,ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL.AREA,age1.fav,age2.fav,age3.fav,age4.fav,age5.fav,age6.fav,age7.fav,age8.fav,age9.fav,age10.fav,age11.fav,age12.fav,age1.opp,age2.opp,age3.opp,age4.opp,age5.opp,age6.opp,age7.opp,age8.opp,age9.opp,age10.opp,age11.opp,age12.opp,age1.dk,age2.dk,age3.dk,age4.dk,age5.dk,age6.dk,age7.dk,age8.dk,age9.dk,age10.dk,age11.dk,age12.dk,edu1.fav,edu2.fav,edu3.fav,edu4.fav,edu5.fav,edu6.fav,edu7.fav,edu8.fav,edu9.fav,edu10.fav,edu11.fav,edu12.fav,edu1.opp,edu2.opp,edu3.opp,edu4.opp,edu5.opp,edu6.opp,edu7.opp,edu8.opp,edu9.opp,edu10.opp,edu11.opp,edu12.opp,edu1.dk,edu2.dk,edu3.dk,edu4.dk,edu5.dk,edu6.dk,edu7.dk,edu8.dk,edu9.dk,edu10.dk,edu11.dk,edu12.dk,inc1.fav,inc2.fav,inc3.fav,inc4.fav,inc5.fav,inc6.fav,inc7.fav,inc8.fav,inc9.fav,inc10.fav,inc11.fav,inc12.fav,inc1.opp,inc2.opp,inc3.opp,inc4.opp,inc5.opp,inc6.opp,inc7.opp,inc8.opp,inc9.opp,inc10.opp,inc11.opp,inc12.opp,inc1.dk,inc2.dk,inc3.dk,inc4.dk,inc5.dk,inc6.dk,inc7.dk,inc8.dk,inc9.dk,inc10.dk,inc11.dk,inc12.dk,white.fav,black.fav,hispa.fav,asina.fav,white.opp,black.opp,hispa.opp,asina.opp,white.dk,black.dk,hispa.dk,asian.dk,pid1.fav,pid2.fav,pid3.fav,pid4.fav,pid5.fav,pid6.fav,pid7.fav,pid1.opp,pid2.opp,pid3.opp,pid4.opp,pid5.opp,pid6.opp,pid7.opp,pid1.dk,pid2.dk,pid3.dk,pid4.dk,pid5.dk,pid6.dk,pid7.dk,ideo1.fav,ideo2.fav,ideo3.fav,ideo4.fav,ideo5.fav,ideo6.fav,ideo7.fav,ideo1.opp,ideo2.opp,ideo3.opp,ideo4.opp,ideo5.opp,ideo6.opp,ideo7.opp,ideo1.dk,ideo2.dk,ideo3.dk,ideo4.dk,ideo5.dk,ideo6.dk,ideo7.dk,male.fav,female.fav,male.opp,female.opp,male.dk,female.dk,protes.fav,cathlc.fav,jewish.fav,seculr.fav,protes.opp,cathlc.opp,jewish.opp,seculr.opp,protes.dk,cathlc.dk,jewish.dk,seculr.dk,east.fav,south.fav,midwst.fav,west.fav,east.opp,south.opp,midwst.opp,west.opp,east.dk,south.dk,midwst.dk,west.dk,nounn.fav,union.fav,nounn.opp,union.opp,nounn.dk,union.dk,pred10.sw,pred30.sw,pred50.sw,pred70.sw,pred90.sw,PREDALL.SW,INTGRP.STFAV,INTGRP.SWFAV,INTGRP.STOPP,INTGRP.SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU.S,ECYN,SWYN,FPYN,RLYN,GNYN,ideology,QuestionText,change,rich.want,middle.want,poor.want,diff
35,609,1990,0,NA,0,1,econ & labor,60,72,91,103,77,64,52,129,79,31,0,0,27,38,50,45,44,48,36,95,62,14,0,0,0,1,2,2,2,3,0,4,7,13,0,0,198,311,148,66,36,0,0,0,0,0,0,0,86,167,82,67,54,0,0,0,0,0,0,0,16,15,5,2,1,0,0,0,0,0,0,0,93,119,164,158,109,54,21,16,0,0,0,0,50,47,74,89,81,53,24,19,0,0,0,0,9,10,6,2,4,2,0,0,0,0,0,0,583,98,52,10,384,37,28,6,33,4,1,0,195,236,326,0,0,0,0,181,123,155,0,0,0,0,8,9,21,0,0,0,0,268,297,168,0,0,0,0,186,199,59,0,0,0,0,12,13,7,0,0,0,0,347,411,244,214,8,30,426,209,16,63,278,116,17,37,30,4,1,1,197,239,192,130,101,141,106,111,11,13,7,8,603,148,398,59,33,5,0.67754972,0.69175446,0.666431665,0.603719831,0.494640827,0.626819301,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,Do you favor or oppose (READ EACH ITEM)? Item: The federal government breaking up the big oil companies to keep them from being so powerful over the economy,FALSE,FALSE,TRUE,TRUE,-1
36,610,1990,0,NA,0,1,econ & labor,70,73,96,95,79,55,49,129,79,24,0,0,18,36,42,52,41,56,36,94,66,23,0,0,0,1,6,2,3,3,2,5,4,10,0,0,203,312,142,61,33,0,0,0,0,0,0,0,83,164,90,71,55,0,0,0,0,0,0,0,13,17,2,4,3,0,0,0,0,0,0,0,101,110,159,161,119,44,15,14,0,0,0,0,43,59,78,86,69,64,27,21,0,0,0,0,9,7,6,3,6,1,2,1,0,0,0,0,579,97,47,12,387,39,31,4,34,3,2,0,207,219,324,0,0,0,0,168,139,158,0,0,0,0,10,10,20,0,0,0,0,271,307,146,0,0,0,0,184,185,79,0,0,0,0,11,17,8,0,0,0,0,327,423,263,202,10,30,427,201,20,63,283,117,12,35,24,10,1,3,194,242,185,128,105,139,111,109,9,11,8,12,595,149,404,59,35,5,0.668832183,0.695295334,0.672175288,0.596584797,0.4612481,0.61882714,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,Do you favor or oppose (READ EACH ITEM)? Item: The federal government creating a government-owned and operated oil corporation to keep the private oil companies honest in their pricing and their operations,FALSE,FALSE,TRUE,TRUE,-1
39,661,1992,0,NA,0,1,taxation,101.3799973,155.4799957,123.7399979,83.69999695,92.22000122,64.31999969,NA,NA,NA,NA,NA,NA,164.3999939,175.7599945,137.1900024,65.09999847,60.41999817,62.97999954,NA,NA,NA,NA,NA,NA,5.480000019,6.760000229,10.76000023,4.650000095,4.769999981,6.699999809,NA,NA,NA,NA,NA,NA,52.5,233.7599945,168.8200073,172.8000031,0,NA,NA,NA,NA,NA,NA,NA,63.75,238.6300049,187.1699982,180,0,NA,NA,NA,NA,NA,NA,NA,8.75,14.60999966,11.01000023,7.199999809,0,NA,NA,NA,NA,NA,NA,NA,81.12000275,183.3000031,194.1199951,86.40000153,57.20000076,0,0,0,0,0,0,0,81.12000275,198.8999939,211,99.83999634,43.68000031,0,0,0,0,0,0,0,6.760000229,11.69999981,12.65999985,5.760000229,2.079999924,0,NA,NA,NA,NA,NA,NA,534.9799805,63,21.09000015,0,593.1300049,57.95999908,35.90999985,0,34.88999939,6.300000191,0,0,186.3000031,213.1799927,209.1499939,NA,NA,NA,NA,215.2799988,192.2799988,226.9499969,NA,NA,NA,NA,8.279999733,16.71999931,13.35000038,NA,NA,NA,NA,190.3500061,266.8500061,145.6000061,NA,NA,NA,NA,198.4499969,314.2900085,126,NA,NA,NA,NA,16.20000076,17.79000092,8.399999619,NA,NA,NA,NA,274.480011,358.1400146,297.8399963,373.3800049,11.68000031,30.47999954,330.75,182.5,6.480000019,87,374.8500061,175.1999969,19.44000053,83.51999664,29.39999962,7.300000191,1.080000043,1.74000001,167.75,184.0800018,166.9199982,119.0400009,122,269.0400085,154.0800018,126.4800034,15.25,18.87999916,3.210000038,4.960000038,0,0,0,0,0,0,0.498157918,0.474957943,0.468706369,0.479732573,0.510863185,0.486483598,0,0,0,13,NA,-1,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA,-1,-1,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,-1,-1,NA,NA,1,0,0,0,0,1,"What if the tax on gasoline went up five cents a gallon every year for the next ten years and all that money went to pay for the construction and repair of highways, roads and bridges? Would you favor or oppose that?",FALSE,TRUE,FALSE,FALSE,1
40,663,1992,0,NA,0,1,religious,109.5999985,158.8600006,115.6699982,58.90000153,65.19000244,53.59999847,NA,NA,NA,NA,NA,NA,153.4400024,158.8600006,137.1900024,83.69999695,84.26999664,67,NA,NA,NA,NA,NA,NA,10.96000004,16.89999962,16.13999939,12.39999962,9.539999962,13.39999962,NA,NA,NA,NA,NA,NA,52.5,185.0599976,143.1300049,205.1999969,0,NA,NA,NA,NA,NA,NA,NA,66.25,267.8500061,201.8500061,147.6000061,0,NA,NA,NA,NA,NA,NA,NA,7.5,34.09000015,22.02000046,10.80000019,0,NA,NA,NA,NA,NA,NA,NA,57.45999908,159.8999939,173.0200043,94.08000183,56.15999985,0,0,0,0,0,0,0,94.63999939,206.6999969,232.1000061,86.40000153,44.72000122,0,0,0,0,0,0,0,16.89999962,23.39999962,21.10000038,9.600000381,3.119999886,0,NA,NA,NA,NA,NA,NA,465.2000122,63,25.64999962,0,628.0200195,52.91999817,29.06999969,0,69.77999878,10.07999992,2.279999971,0,140.7599945,196.4600067,204.6999969,NA,NA,NA,NA,248.3999939,200.6399994,213.6000061,NA,NA,NA,NA,24.84000015,20.89999962,26.70000076,NA,NA,NA,NA,117.4499969,290.5700073,145.6000061,NA,NA,NA,NA,267.2999878,266.8500061,117.5999985,NA,NA,NA,NA,20.25,35.58000183,16.79999924,NA,NA,NA,NA,268.6400146,289.5599976,286.1600037,419.1000061,23.36000061,60.95999908,286.6499939,164.25,17.28000069,88.73999786,404.25,186.1499939,9.720000267,76.55999756,44.09999847,18.25,0,10.43999958,131.1499939,169.9199982,141.2400055,124,158.6000061,273.7600098,157.2899933,111.5999985,15.25,33.04000092,22.46999931,12.39999962,0,0,0,0,0,0,0.405227721,0.41005522,0.431089759,0.470643282,0.528141379,0.449031472,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,Do you favor or oppose using tax dollars to pay for a woman's abortion if she cannot afford it?,FALSE,TRUE,FALSE,FALSE,1
42,709,1993,0,NA,0,1,taxation,58.20000076,91.26000214,83.58000183,57.20000076,50.43000031,41.72999954,NA,NA,NA,NA,NA,NA,135.8000031,140.3999939,113.4300003,85.80000305,68.87999725,62.06000137,NA,NA,NA,NA,NA,NA,0,2.339999914,1.99000001,1.429999948,3.690000057,3.210000038,NA,NA,NA,NA,NA,NA,34.29000092,117.1800003,106.5599976,67.16000366,64.76999664,NA,NA,NA,NA,NA,NA,NA,87.62999725,257.0400085,113.2200012,78.83999634,62.22999954,NA,NA,NA,NA,NA,NA,NA,5.079999924,3.779999971,2.220000029,0,0,NA,NA,NA,NA,NA,NA,NA,57.75,33.27999878,70.58999634,92.87999725,69,53.5,0,0,0,0,0,0,115.5,68.63999939,106.7900009,162.5399933,69,52.43000031,0,0,0,0,0,0,1.75,2.079999924,3.619999886,2.579999924,1.379999995,1.070000052,NA,NA,NA,NA,NA,NA,323.75,40.91999817,0,3.359999895,542.5,48.36000061,0,4.639999866,8.75,3.720000029,0,0,63,131.2400055,175.7599945,NA,NA,NA,NA,186.4799957,250.8999939,158.8600006,NA,NA,NA,NA,2.519999981,3.859999895,3.380000114,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,200.8000031,181.0800018,296.1799927,316.8900146,5.019999981,5.03000021,0,0,0,0,0,0,0,0,0,0,0,0,80.94000244,120.2399979,88.73999786,90.62000275,129.9299927,207.0800018,169.6499939,106.3799973,2.130000114,10.02000046,2.609999895,1.970000029,124.1999969,56.70000076,503.7000122,236.25,62.09999847,22.04999924,0.340791285,0.345117211,0.374312937,0.424470186,0.501217842,0.397181892,0,0,0,13,NA,-1,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA,-1,-1,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,-1,-1,NA,NA,1,0,0,0,0,1," (Please tell me whether you generally favor or oppose each of the following proposals that are included in (President Bill) Clinton's (economic) plan.)... Increasing taxes on gasoline, heating oil, electricity and other forms of energy.",FALSE,TRUE,FALSE,FALSE,1
43,721,1993,0,NA,0,1,camp finance,72.26999664,93.20999908,77.40000153,59.84000015,76.83999634,0,NA,NA,NA,NA,NA,NA,133.5899963,126.6699982,88.19999695,63.91999817,117.5199966,0,NA,NA,NA,NA,NA,NA,13.14000034,19.12000084,14.39999962,10.88000011,31.63999939,0,NA,NA,NA,NA,NA,NA,24.95999908,108.9000015,87.5,88,72.38999939,NA,NA,NA,NA,NA,NA,NA,62.40000153,188.1000061,137.5,92,46.99000168,NA,NA,NA,NA,NA,NA,NA,8.640000343,29.70000076,25,18,7.619999886,NA,NA,NA,NA,NA,NA,NA,15.84000015,52.79999924,65.51999664,100.3199997,74.33999634,61.36000061,0,0,0,0,0,0,36.95999908,94.40000153,89.04000092,139.9199982,88.5,51.91999817,0,0,0,0,0,0,13.19999981,12.80000019,13.43999958,23.76000023,12.39000034,4.71999979,NA,NA,NA,NA,NA,NA,316.2900085,31.03000069,18.36000061,7.739999771,413.6099854,66.33999634,34.02000046,7.199999809,72.98999786,10.69999981,1.080000043,3.059999943,87.48000336,152.8000031,117,NA,NA,NA,NA,131.2200012,198.6399994,153,NA,NA,NA,NA,24.29999924,26.73999977,30,NA,NA,NA,NA,128.1000061,112.9499969,110.6699982,NA,NA,NA,NA,201.3000031,117.9700012,95.48000336,NA,NA,NA,NA,40.25999832,20.07999992,10.85000038,NA,NA,NA,NA,199.9199982,184.8000031,247.5200043,279.8399963,28.55999947,63.36000061,0,0,0,0,0,0,0,0,0,0,0,0,85.68000031,101.5999985,113.8499985,82.41000366,104.0400009,127,196.6499939,102.5100021,14.27999973,25.39999962,34.5,16.07999992,381.9899902,145.3500061,284.6199951,96.90000153,82.38999939,12.75,0.352771759,0.383785486,0.420232475,0.461387992,0.506010294,0.424837601,3,0,0,36,2,2,-1,-1,-1,-1,2,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,0,0,0,0,0,1," Do you favor or oppose making public funds available to finance campaigns for Congress, in exchange for limits on campaign contributions from individuals and political action committees?",FALSE,TRUE,FALSE,FALSE,1
44,722,1993,0,NA,0,7,religious,100.7399979,109.9400024,84.59999847,57.11999893,79.09999847,0,NA,NA,NA,NA,NA,NA,105.1200027,107.5500031,77.40000153,62.56000137,119.7799988,0,NA,NA,NA,NA,NA,NA,15.32999992,23.89999962,18,16.31999969,29.37999916,0,NA,NA,NA,NA,NA,NA,37.43999863,145.1999969,102.5,84,62.22999954,NA,NA,NA,NA,NA,NA,NA,47.04000092,155.1000061,122.5,94,52.06999969,NA,NA,NA,NA,NA,NA,NA,11.52000046,29.70000076,25,22,11.43000031,NA,NA,NA,NA,NA,NA,NA,29.04000092,65.59999847,67.19999695,113.5199966,77.87999725,55.45999908,0,0,0,0,0,0,29.70000076,73.59999847,82.31999969,129.3600006,83.19000244,49.56000137,0,0,0,0,0,0,7.260000229,22.39999962,18.47999954,21.12000084,14.15999985,11.80000019,NA,NA,NA,NA,NA,NA,332.5100098,55.63999939,25.92000008,4.860000134,397.3900146,39.59000015,23.76000023,9,81.09999847,11.77000046,4.320000172,4.139999866,72.90000153,156.6199951,174,NA,NA,NA,NA,150.6600037,183.3600006,102,NA,NA,NA,NA,19.44000053,42.02000046,27,NA,NA,NA,NA,84.18000031,130.5200043,147.5599976,NA,NA,NA,NA,245.2200012,92.87000275,56.41999817,NA,NA,NA,NA,36.59999847,27.61000061,10.85000038,NA,NA,NA,NA,180.8800049,253.4400024,257.0400085,216.4799957,42.84000015,58.08000183,0,0,0,0,0,0,0,0,0,0,0,0,112.1999969,114.3000031,120.75,86.43000031,73.44000244,111.7600021,189.75,92.45999908,18.36000061,27.94000053,34.5,22.11000061,262.1499939,68.84999847,419.4400024,165.75,67.41000366,20.39999962,0.477012873,0.45932579,0.459771156,0.477410018,0.511794686,0.477062905,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1, Do you favor or oppose allowing openly gay men and lesbian women to serve in the military?,FALSE,TRUE,FALSE,FALSE,1
47,756,1993,0,NA,0,1,taxation,94.33999634,84.63999939,78.02999878,45.75999832,55.34999847,0,NA,NA,NA,NA,NA,NA,76.54000092,86.48000336,65.79000092,82.94000244,67.5,0,NA,NA,NA,NA,NA,NA,7.119999886,12.88000011,9.180000305,15.72999954,13.5,0,NA,NA,NA,NA,NA,NA,33.43999863,113.6200027,93.05999756,75.25,40.91999817,NA,NA,NA,NA,NA,NA,NA,34.95999908,113.6200027,93.05999756,92.75,49.29000092,NA,NA,NA,NA,NA,NA,NA,7.599999905,19.76000023,11.88000011,7,2.789999962,NA,NA,NA,NA,NA,NA,NA,63.41999817,100.8000031,89.5,47.47000122,36.79999924,0,0,0,0,0,0,0,80.02999878,98.55999756,82.33999634,47.47000122,43.20000076,0,0,0,0,0,0,0,7.550000191,22.39999962,7.159999847,7.070000172,0,0,NA,NA,NA,NA,NA,NA,276.7799988,39.43999863,14.02999973,2.450000048,329.5,25.15999985,8.050000191,4.550000191,46.13000107,3.400000095,0.689999998,0,84.34999847,114.75,141.3500061,NA,NA,NA,NA,137.3699951,130.0500031,95.08999634,NA,NA,NA,NA,19.28000069,7.650000095,23.12999916,NA,NA,NA,NA,113.6200027,152.3899994,71.23999786,NA,NA,NA,NA,161.4600067,139.9499969,56.16999817,NA,NA,NA,NA,20.93000031,18.65999985,9.590000153,NA,NA,NA,NA,168,192,212,172,20,36,91.68000031,105,7.519999981,27.55999947,87.86000061,96.59999847,8.479999542,23.85000038,13.36999989,8.399999619,0,2.119999886,78.95999908,111.5199966,94,73.59999847,82.31999969,133.2799988,86,80,5.039999962,27.20000076,18,6.400000095,0,0,0,0,0,0,0.439058304,0.496760488,0.521949291,0.515872121,0.477699935,0.490268028,1,0,3,17,NA,2,-1,-1,NA,-1,NA,-1,NA,NA,NA,NA,-1,-2,NA,-1,NA,-1,-1,NA,-1,NA,NA,NA,-1,-2,NA,-1,NA,-2,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,NA,NA,1,0,0,0,0,1,(Now let's turn to some of the things the federal government might do in order to reduce the federal budget deficit. Please tell me whether you would favor or oppose each of the following:) Increasing the taxes businesses must pay.,FALSE,FALSE,TRUE,FALSE,-1
51,861,1994,0,NA,0,1,camp finance,91.98000336,105.3700027,89.87999725,63.58000183,43.70999908,35.90999985,NA,NA,NA,NA,NA,NA,116.0699997,133.6399994,104.8600006,106.5899963,83.19000244,78.47000122,NA,NA,NA,NA,NA,NA,10.94999981,17.98999977,19.26000023,16.82999992,14.10000038,18.62000084,NA,NA,NA,NA,NA,NA,32.34000015,146.5200043,118.1800003,155.7599945,0,NA,NA,NA,NA,NA,NA,NA,51.93999863,221.7599945,174.1600037,177,0,NA,NA,NA,NA,NA,NA,NA,13.72000027,31.68000031,21.77000046,21.23999977,0,NA,NA,NA,NA,NA,NA,NA,59.65999985,114.8399963,136.4199982,65.69999695,55.11999893,0,0,0,0,0,0,0,76.93000031,201.8399963,197.4499969,78.83999634,42.63999939,0,0,0,0,0,0,0,20.40999985,31.31999969,25.12999916,2.920000076,6.239999771,0,NA,NA,NA,NA,NA,NA,369.6300049,40.79999924,0,0,549.4500122,55.08000183,0,0,79.91999817,5.099999905,0,0,120.2399979,142.8800049,161.4600067,NA,NA,NA,NA,187.0399933,206.8000031,219.4199982,NA,NA,NA,NA,26.71999931,26.31999969,33.11999893,NA,NA,NA,NA,125.1200027,198.1199951,105.5999985,NA,NA,NA,NA,238.5099945,264.1600037,107.8000031,NA,NA,NA,NA,27.37000084,45.72000122,6.599999905,NA,NA,NA,NA,202,236.1600037,267.6499939,360.7999878,35.34999847,59.04000092,222.6000061,113.5999985,9.239999771,54.40000153,356.1600037,147.6799927,10.77999973,74.80000305,57.24000168,22.71999931,1.75999999,6.800000191,101.2699966,138.8399963,119,80.66000366,125.9700012,192.2400055,197.1999969,113.3600006,19.76000023,24.92000008,23.79999924,23.97999954,0,0,0,0,0,0,0.41472286,0.373409986,0.375740647,0.423347652,0.516282916,0.420700812,3,0,0,36,2,2,-1,-1,-1,-1,2,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,0,0,0,0,0,1," In order to reduce congressional campaign contributions from special interests, would you favor or oppose public financing to help congressional candidates in their campaigns?",FALSE,TRUE,FALSE,FALSE,1
52,877,1993,0,NA,0,1,taxation,96.04000092,153.6999969,146.1600037,80.37000275,81.59999847,57.59999847,NA,NA,NA,NA,NA,NA,99.95999908,127.5999985,114.8399963,88.91999817,78.40000153,56.40000153,NA,NA,NA,NA,NA,NA,0,8.699999809,0,1.710000038,0,6,NA,NA,NA,NA,NA,NA,51.59999847,191.3999939,141.3600006,183.5399933,78.69000244,NA,NA,NA,NA,NA,NA,NA,76.11000061,234.8999939,106.6399994,82.45999908,50.31000137,NA,NA,NA,NA,NA,NA,NA,1.289999962,8.699999809,0,2.660000086,0,NA,NA,NA,NA,NA,NA,NA,58.04999924,85.83999634,82,172.1199951,116.4800034,86.45999908,0,0,0,0,0,0,75.59999847,62.15999985,123,152.2599945,89.44000244,44.54000092,0,0,0,0,0,0,1.350000024,0,2.049999952,6.619999886,2.079999924,0,NA,NA,NA,NA,NA,NA,542,44,27.04000092,0,531.1599731,32.79999924,24.95999908,0,10.84000015,3.200000048,0,0,111.3700027,237.5,237.2899933,NA,NA,NA,NA,186.6199951,232.75,143.9299927,NA,NA,NA,NA,3.00999999,4.75,7.78000021,NA,NA,NA,NA,154.5700073,303.2399902,149.5800018,NA,NA,NA,NA,222.4299927,228.7599945,121.8799973,NA,NA,NA,NA,1.88499999,2.660000086,5.539999962,NA,NA,NA,NA,305.7600098,314,276.3599854,307.7200012,11.76000023,6.28000021,0,0,0,0,0,0,0,0,0,0,0,0,120.5400009,210.2100067,173.4600067,113.6200027,125.4599991,210.2100067,117.5999985,133.3800049,0,8.579999924,2.940000057,0,0,0,0,0,0,0,0.474485159,0.470181286,0.494915247,0.548115492,0.625074267,0.52255429,0,0,0,13,NA,-1,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,-1,NA,NA,NA,NA,-1,NA,NA,-1,NA,NA,-1,-1,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,-1,-1,NA,NA,1,0,0,0,0,1," I'm going to name some of the specifics in (President Bill) Clinton's orders to cut costs in the federal government. For each one, please tell me if you support or oppose it. How about... creating an energy tax that it's estimated will cost mi",FALSE,TRUE,FALSE,FALSE,1
53,886,1994,0,NA,0,1,welf reform,105.8399963,122.6399994,105.5,76.44000244,74.81999969,58.75999832,NA,NA,NA,NA,NA,NA,77.48999786,91.98000336,99.16999817,63.20999908,47.72999954,44.06999969,NA,NA,NA,NA,NA,NA,5.670000076,4.380000114,6.329999924,7.349999905,6.449999809,10.17000008,NA,NA,NA,NA,NA,NA,71.70999908,165.6000061,132.7200012,69.5,91.62999725,NA,NA,NA,NA,NA,NA,NA,22.21999931,165.6000061,99.54000092,65.33000183,86.01999664,NA,NA,NA,NA,NA,NA,NA,7.070000172,13.80000019,4.739999771,4.170000076,9.350000381,NA,NA,NA,NA,NA,NA,NA,111.4700012,46.06000137,103.2399979,125.5,77.51999664,59.40000153,0,0,0,0,0,0,40.81999969,47.04000092,67.63999939,117.9700012,68.40000153,71.55000305,0,0,0,0,0,0,4.710000038,4.900000095,7.119999886,10.03999996,6.079999924,4.050000191,NA,NA,NA,NA,NA,NA,421,67.63999939,18.75,0,387.3200073,14.23999977,3.75,0,25.26000023,6.230000019,2.25,0,146.1999969,186.3899994,191.5399933,NA,NA,NA,NA,180.1999969,130.8000031,103.6200027,NA,NA,NA,NA,13.60000038,9.81000042,15.69999981,NA,NA,NA,NA,208.5,203.0399933,121.5199966,NA,NA,NA,NA,187.6499939,161.6799927,66.63999939,NA,NA,NA,NA,20.85000038,11.27999973,7.840000153,NA,NA,NA,NA,254.3099976,292.0499878,249.1199951,183.1499939,15.56999969,24.75,0,0,0,0,0,0,0,0,0,0,0,0,110.7799988,192.2400055,127.5,112.3600006,72.58000183,145.9600067,119.8499985,91.16000366,7.639999866,17.79999924,7.650000095,8.479999542,585.2800293,141.2400055,347.2000122,64.19999695,59.52000046,8.56000042,0.675459743,0.597060323,0.537025809,0.497800112,0.481805801,0.557830358,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1, (Now here are some possible changes to the welfare system. Please tell me whether you would favor or oppose each one.)... Provide a government-paid job to welfare recipients when there are not enough private sector jobs available.,FALSE,FALSE,TRUE,TRUE,-1
