"Q1","Q2","Q3","Q4","Q5AF1","Q5BF1","Q5CF1","Q5DF1","Q5AF2","Q5BF2","Q5CF2","Q5DF2","Q6A","Q6B","RELIG","BORN","QNO","CASEID","SEX","HEADHH","EMPLOY","PARTY","PARTYLN","PARTYFUL","OCCUP","MARITAL","OWN","HHNUM","CHILD1","CHILD2","CHILD3","EDUC","AGE","HISP","RACE1","RACE2","RACE3","RACE4","INC1","INC2","INC3","WEIGHT","TIMEZONE","STATE","METRO","DIVISION","REGION","INTDATE"
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","Yes ","Nothing in particular ",NA,328000461,461,"Male ","Yes ","Self employed ","Democrat ",NA,"Democrat ","White collar -- sales, clerical ","Widowed ","Own ","One ",NA,NA,NA,"Postgraduate Degree, such as Master's, PH.D., MD, JD ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.6929,"Eastern","FLORIDA","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81111
"Strongly oppose ","Completely disagree ","Oppose ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328000473,473,"Female ","Yes ","Homemaker ","Republican ",NA,"Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.4239,"Central","TEXAS","Outside Center City, Inside Center City County ","West South Central","South ",81211
"Strongly favor ",NA,"Favor ","Heard of it, but not sure what it means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328000476,476,"Female ","Yes ","Employed full time ","Independent ","Democratic ","Independent-lean Democratic ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.2525,"Eastern","NEW JERSEY","In Metropolitan Area with No Center City ","Middle Atlantic","North East ",81111
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Nothing in particular ",NA,328000478,478,"Male ","No ","Employed part time ","Republican ",NA,"Republican ","Service worker ","Single and never been married ","Own ","Four ","No ","No ","Yes ","High school complete (grade 12) ","18-20 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.8175,"Eastern","MASSACHUSETTS","Inside Suburban County of Metropolitan Area ","New England","North East ",81211
"Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ",NA,NA,NA,NA,"Don't know/Refused ","Don't know/Refused ","Refused ",NA,328000509,509,"Female ","Refused/Nr ","Refused/Nr ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ",NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,3.0225,"Eastern","NEW JERSEY","In Metropolitan Area with No Center City ","Middle Atlantic","North East ",81111
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328000510,510,"Male ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Living as married ","Own ","Two ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.4405,"Eastern","OHIO","In Center City of Metropolitan Area ","East North Central","Midwest ",81111
"Don't know/Refused ","Don't know/Refused ","Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328000512,512,"Female ","Yes ","Employed part time ","Don't know/Refused ","Democratic ","Independent-lean Democratic ","White collar -- sales, clerical ","Married ","Own ","Four ","No ","No ","Yes ","Some college, but no degree ","Refused/Nr ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,1.7058,"Eastern","OHIO","In Center City of Metropolitan Area ","East North Central","Midwest ",81111
"Strongly favor ",NA,"Favor ","Heard of it, but not sure what it means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Mormon ",NA,328000518,518,"Male ","No ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,0.9007,"Eastern","NEW JERSEY","Inside Suburban County of Metropolitan Area ","Middle Atlantic","North East ",81111
"Strongly oppose ","Mostly agree ","Don't know/Refused ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328000525,525,"Female ","Yes ","Self employed ","Democrat ",NA,"Democrat ","White collar -- sales, clerical ","Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.4171,"Mountain","SOUTH DAKOTA","In Non-Metropolitan Area ","West North Central","Midwest ",81111
"Strongly favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","Yes ","No ","Catholic ",NA,328000543,543,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.5242,"Central","TENNESSEE","In Center City of Metropolitan Area ","East South Central","South ",81211
"Favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ","No ","No ","Refused ",NA,328000544,544,"Male ","Yes ","Employed full time ","Independent ","Democratic ","Independent-lean Democratic ","Blue collar -- semiskilled, unskilled ","Married ","Rent ","Two ","No ","No ","No ","Associates degree ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Refused [unspecified after less than $50,000] ",NA,0.919,"Eastern","MICHIGAN","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81311
"Strongly oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328000555,555,"Female ","No ","Not currently employed ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Widowed ","Rent ","Three ","No ","No ","No ","High school complete (grade 12) ","60-64 ","No ","Black/African-american ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.6881,"Eastern","GEORGIA","In Center City of Metropolitan Area ","South Atlantic","South ",81111
"Oppose ","Mostly agree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328000560,560,"Female ","Yes ","Retired ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Married ","Own ","Three ","No ","No ","No ","Some college, but no degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.5272,"Eastern","NEW YORK","Outside Center City, Inside Center City County ","Middle Atlantic","North East ",81111
"Don't know/Refused ","Don't know/Refused ","Favor ","Know what term means ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328000569,569,"Female ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Divorced ","Own ","Two ","No ","No ","No ","High school incomplete (grades 9, 10, 11) ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,2.3204,"Central","LOUISIANA","Outside Center City, Inside Center City County ","West South Central","South ",81111
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Mostly agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328000595,595,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Three ","No ","No ","No ","College graduate/Bachelors degree ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.4405,"Eastern","OHIO","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81111
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328000596,596,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","Blue collar -- semiskilled, unskilled ","Living as married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.6209,"Eastern","OHIO","In Non-Metropolitan Area ","East North Central","Midwest ",81111
"Oppose ","Mostly agree ","Oppose ","Know what term means ","Completely agree ","Mostly agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328000597,597,"Male ","No ","Employed full time ","Republican ",NA,"Republican ","White collar -- professional, managerial, owner ","Single and never been married ","Own ","Three ","No ","No ","No ","College graduate/Bachelors degree ","21-24 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.7189,"Eastern","OHIO","In Center City of Metropolitan Area ","East North Central","Midwest ",81111
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","Yes ","Protestant ","Yes ",328000605,605,"Female ","No ","Student ","Democrat ",NA,"Democrat ",NA,"Single and never been married ","Own ","Four ","No ","No ","No ","Some college, but no degree ","21-24 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,4.1132,"Eastern","MICHIGAN","Outside Center City, Inside Center City County ","East North Central","Midwest ",81111
"Oppose ","Mostly agree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328000608,608,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","Two ","No ","No ","Yes ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.6145,"Eastern","SOUTH CAROLINA","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81111
"Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Never heard of term ","Mostly agree ","Mostly agree ","Completely agree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Christian or 'Just Christian' ","Yes ",328000618,618,"Male ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","Associates degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.5513,"Eastern","MICHIGAN","In Center City of Metropolitan Area ","East North Central","Midwest ",81111
"Strongly oppose ","Mostly agree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328000619,619,"Female ","Yes ","Employed part time ","Democrat ",NA,"Democrat ","White collar -- sales, clerical ","Married ","Own ","Two ","No ","No ","No ","Associates degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.4889,"Central","KANSAS","In Non-Metropolitan Area ","West North Central","Midwest ",81111
"Favor ",NA,"Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Mostly agree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328000620,620,"Male ","Yes ","Student ","Independent ","Neither/Other ","Independent ",NA,"Single and never been married ","Rent ","Two ","No ","No ","No ","High school complete (grade 12) ","18-20 ","No ","Black/African-american ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.3063,"Eastern","MARYLAND","In Center City of Metropolitan Area ","South Atlantic","South ",81111
"Strongly oppose ","Completely disagree ","Oppose ","Never heard of term ","Completely disagree ","Completely disagree ","Completely disagree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328000622,622,"Male ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","Associates degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.46,"Eastern","MICHIGAN","In Center City of Metropolitan Area ","East North Central","Midwest ",81111
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328000624,624,"Female ","No ","Employed part time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",1.036,"Eastern","MARYLAND","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81111
"Favor ",NA,"Favor ","Heard of it, but not sure what it means ","Completely agree ","Mostly agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328000636,636,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","Service worker ","Married ","Rent ","Five ","No ","No ","No ","8th grade or less ","50-54 ","Yes ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",2.7622,"Eastern","NEW YORK","In Center City of Metropolitan Area ","Middle Atlantic","North East ",81111
"Strongly oppose ","Mostly agree ","Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Completely agree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Refused ",NA,328000642,642,"Female ","Yes ","Employed part time ","Democrat ",NA,"Democrat ","White collar -- sales, clerical ","Married ","Own ","Three ","No ","No ","Yes ","Some college, but no degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.4121,"Central","ILLINOIS","Outside Center City, Inside Center City County ","East North Central","Midwest ",81111
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328000690,690,"Male ","No ","Student ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Single and never been married ","Own ","Four ","No ","No ","No ","College graduate/Bachelors degree ","25-29 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",2.9368,"Eastern","NEW YORK","Inside Suburban County of Metropolitan Area ","Middle Atlantic","North East ",81111
"Oppose ","Mostly disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Mostly agree ","Completely disagree ","No ","No ","Nothing in particular ",NA,328000702,702,"Male ","No ","Not currently employed ","Democrat ",NA,"Democrat ",NA,"Single and never been married ","Rent ","One ",NA,NA,NA,"High school incomplete (grades 9, 10, 11) ","50-54 ","Yes ","Some other race ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,2.7622,"Eastern","PENNSYLVANIA","In Center City of Metropolitan Area ","Middle Atlantic","North East ",81311
"Don't know/Refused ","Mostly agree ","Oppose ","Know what term means ","Completely agree ","Don't know/Refused ","Completely disagree ","Completely agree ",NA,NA,NA,NA,"Yes ","Don't know/Refused ","Catholic ",NA,328000707,707,"Male ","Yes ","Employed full time ","Independent ","Neither/Other ","Independent ","White collar -- professional, managerial, owner ","Living as married ","Own ","Three ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.7804,"Eastern","MARYLAND","Outside Center City, Inside Center City County ","South Atlantic","South ",81211
"Oppose ","Completely disagree ","Oppose ","Know what term means ","Completely disagree ","Completely disagree ","Completely disagree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328000709,709,"Male ","Yes ","Self employed ","Independent ","Republican ","Independent-lean Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$100,000 but less than $125,000 ",0.2891,"Eastern","FLORIDA","Outside Center City, Inside Center City County ","South Atlantic","South ",81111
